title,fuel_type,mileage,power,origin,city,region,reg_month,reg_year,garanty,price_neg,price,link
Mercedes-Benz E 220 Coupe AMG Line,Diesel,32448.0,194.0,,Marinha Grande,Leiria,Maio,2018.0,0,Valor Fixo,51000.0,https://www.standvirtual.com/anuncio/mercedes-benz-e-220-coupe-amg-line-ID8ObSSf.html#7ce9f71ee3
Fiat Bravo II 1.6 D Multijet,Diesel,168000.0,105.0,,Alvalade,Lisboa,Agosto,2008.0,0,Negociável,5100.0,https://www.standvirtual.com/anuncio/fiat-bravo-ii-1-6-d-multijet-ID8Op6Pc.html#7ce9f71ee3
BMW M2 Performance,Gasolina,49300.0,370.0,Nacional,Cascais e Estoril,Lisboa,Abril,2016.0,1,Negociável,55000.0,https://www.standvirtual.com/anuncio/bmw-m2-performance-ID8NIjkp.html#7ce9f71ee3
BMW i8 E-Drive 365 C.V J 20,Híbrido (Gasolina),58900.0,365.0,,"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",Lisboa,Fevereiro,2016.0,1,Valor Fixo,69450.0,https://www.standvirtual.com/anuncio/bmw-i8-e-drive-365-c-v-j-20-ID8N91FC.html#7ce9f71ee3
BMW 118 d,Diesel,142000.0,143.0,,Sacavém e Prior Velho,Lisboa,Julho,2009.0,0,Negociável,10000.0,https://www.standvirtual.com/anuncio/bmw-118-d-ID8OGmFz.html#7ce9f71ee3
VW Golf 2.0 TDI sport,Diesel,340000.0,140.0,Nacional,Rio Tinto,Porto,Julho,2005.0,0,Negociável,6250.0,https://www.standvirtual.com/anuncio/vw-golf-2-0-tdi-sport-ID8ODVfV.html#7ce9f71ee3
Peugeot 308 SW 1.6 BlueHDi Allure,Diesel,132000.0,120.0,,Azeitão (São Lourenço e São Simão),Setúbal,Setembro,2015.0,0,Negociável,12590.0,https://www.standvirtual.com/anuncio/peugeot-308-sw-1-6-bluehdi-allure-ID8NXZvv.html#7ce9f71ee3
Mercedes-Benz E 220 CDi Elegance,Diesel,390000.0,143.0,Nacional,"Celeirós, Aveleda e Vimieiro",Braga,Novembro,2000.0,0,Valor Fixo,4700.0,https://www.standvirtual.com/anuncio/mercedes-benz-e-220-cdi-elegance-ID8OF5Cy.html#7ce9f71ee3
Mercedes-Benz E 350 CGI Avantgarde BlueEfficiency,Gasolina,55000.0,292.0,Nacional,Carnide,Lisboa,Novembro,2010.0,1,Valor Fixo,25000.0,https://www.standvirtual.com/anuncio/mercedes-benz-e-350-cgi-avantgarde-blueefficiency-ID8OCsR9.html#7ce9f71ee3
Volvo V40 2.0 D2 R-Design Momentum,Diesel,127000.0,120.0,,Azeitão (São Lourenço e São Simão),Setúbal,Agosto,2015.0,0,Negociável,17450.0,https://www.standvirtual.com/anuncio/volvo-v40-2-0-d2-r-design-momentum-ID8O4Bhh.html#7ce9f71ee3
Peugeot 308 SW 1.6 BlueHDi Active J17,Diesel,110000.0,120.0,,Fernão Ferro,Setúbal,Novembro,2015.0,1,Valor Fixo,12988.0,https://www.standvirtual.com/anuncio/peugeot-308-sw-1-6-bluehdi-active-j17-ID8Ovxla.html#7ce9f71ee3
Citroën C4 Grand Picasso Exclusive,Diesel,170000.0,120.0,,Fernão Ferro,Setúbal,Maio,2015.0,1,Negociável,15500.0,https://www.standvirtual.com/anuncio/citron-c4-grand-picasso-exclusive-ID8OtHEE.html#7ce9f71ee3
VW Sharan,Diesel,58000.0,150.0,Nacional,Santo António dos Cavaleiros e Frielas,Lisboa,Maio,2018.0,1,Valor Fixo,33500.0,https://www.standvirtual.com/anuncio/vw-sharan-ID8OkZPB.html#7ce9f71ee3
Mercedes-Benz CLA 220 AMG Panorâmica 4Matic,Diesel,133000.0,170.0,,Santo António dos Cavaleiros e Frielas,Lisboa,Outubro,2016.0,1,Valor Fixo,31500.0,https://www.standvirtual.com/anuncio/mercedes-benz-cla-220-amg-panormica-4matic-ID8OpeuI.html#7ce9f71ee3
BMW 520 Pack M Automática Nav. Prof.,Diesel,142000.0,190.0,,Santo António dos Cavaleiros e Frielas,Lisboa,Junho,2015.0,1,Negociável,29800.0,https://www.standvirtual.com/anuncio/bmw-520-pack-m-automtica-nav-prof-ID8NzSt3.html#7ce9f71ee3
Citroën C4 HDI Seduction CMP6,Diesel,76000.0,112.0,,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",Lisboa,Maio,2010.0,1,Negociável,8500.0,https://www.standvirtual.com/anuncio/citron-c4-hdi-seduction-cmp6-ID8OETWn.html#7ce9f71ee3
Peugeot 308 1.6 BlueHDi Active,Diesel,154000.0,120.0,,Fafe,Braga,Outubro,2016.0,0,Negociável,13100.0,https://www.standvirtual.com/anuncio/peugeot-308-1-6-bluehdi-active-ID8OIazq.html#7ce9f71ee3
Mercedes-Benz C 300 AMG Hybrid Diesel,Híbrido (Diesel),136000.0,231.0,,Santo António dos Cavaleiros e Frielas,Lisboa,Março,2017.0,1,Negociável,36500.0,https://www.standvirtual.com/anuncio/mercedes-benz-c-300-amg-hybrid-diesel-ID8NFyaz.html#7ce9f71ee3
BMW 520 d Touring Automática,Diesel,179000.0,184.0,,Santo António dos Cavaleiros e Frielas,Lisboa,Junho,2012.0,1,Valor Fixo,18900.0,https://www.standvirtual.com/anuncio/bmw-520-d-touring-automtica-ID8O7WFb.html#7ce9f71ee3
VW Golf 1.6 Highline DSG Nacional,Diesel,137000.0,105.0,Nacional,Santo António dos Cavaleiros e Frielas,Lisboa,Fevereiro,2013.0,1,Valor Fixo,14800.0,https://www.standvirtual.com/anuncio/vw-golf-1-6-highline-dsg-nacional-ID8Ojx17.html#7ce9f71ee3
Mercedes-Benz C 220 AMG PACK NIGHT 9G,Diesel,150000.0,170.0,,Santo António dos Cavaleiros e Frielas,Lisboa,Dezembro,2016.0,1,Valor Fixo,32500.0,https://www.standvirtual.com/anuncio/mercedes-benz-c-220-amg-pack-night-9g-ID8OIxcT.html#7ce9f71ee3
Fiat 500 1.2 Twin Air Turbo,Gasolina,49896.0,75.0,Nacional,Ramada e Caneças,Lisboa,Fevereiro,2013.0,1,Negociável,8990.0,https://www.standvirtual.com/anuncio/fiat-500-1-2-twin-air-turbo-ID8OkTRH.html#7ce9f71ee3
Renault Mégane Break 1.5 dCi Extreme,Diesel,180340.0,110.0,,Ramada e Caneças,Lisboa,Junho,2008.0,1,Negociável,4990.0,https://www.standvirtual.com/anuncio/renault-mgane-break-1-5-dci-extreme-ID8NpxFL.html#7ce9f71ee3
Peugeot 208 1.6 BlueHDi Access,Diesel,28340.0,75.0,Nacional,Ramada e Caneças,Lisboa,Março,2016.0,1,Negociável,13750.0,https://www.standvirtual.com/anuncio/peugeot-208-1-6-bluehdi-access-ID8Ocb9b.html#7ce9f71ee3
Renault Mégane Sport Tourer Mégane ST 1.5 dCi Zen,Diesel,49000.0,110.0,,Alcabideche,Lisboa,Outubro,2017.0,1,Valor Fixo,16400.0,https://www.standvirtual.com/anuncio/renault-mgane-sport-tourer-mgane-st-1-5-dci-zen-ID8ObHNb.html#7ce9f71ee3
Renault Captur,Diesel,132140.0,90.0,,Ramada e Caneças,Lisboa,Março,2014.0,1,Negociável,12650.0,https://www.standvirtual.com/anuncio/renault-captur-ID8MuqIf.html#7ce9f71ee3
Land Rover Range Rover Sport,Diesel,55000.0,260.0,Importado,Grijó e Sermonde,Porto,Abril,2017.0,0,Negociável,69500.0,https://www.standvirtual.com/anuncio/land-rover-range-rover-sport-ID8OJlxP.html#7ce9f71ee3
Renault Laguna Break 1.5 dCi SE Line 110g,Diesel,162180.0,110.0,,Ramada e Caneças,Lisboa,Abril,2013.0,1,Negociável,10750.0,https://www.standvirtual.com/anuncio/renault-laguna-break-1-5-dci-se-line-110g-ID8OlnVs.html#7ce9f71ee3
Mercedes-Benz E 220 Avantgarde+,Diesel,78000.0,194.0,,Alcabideche,Lisboa,Janeiro,2018.0,1,Negociável,42900.0,https://www.standvirtual.com/anuncio/mercedes-benz-e-220-avantgarde-ID8ODbjM.html#7ce9f71ee3
Ford Mondeo SW 1.5 TDCI ECONETIC BUSINESS,Diesel,77640.0,120.0,,Ramada e Caneças,Lisboa,Junho,2016.0,1,Negociável,17450.0,https://www.standvirtual.com/anuncio/ford-mondeo-sw-1-5-tdci-econetic-business-ID8LNxRb.html#7ce9f71ee3
Renault Talisman Sport Tourer 1.5 dci ZEN,Diesel,92000.0,110.0,,Alcabideche,Lisboa,Junho,2017.0,0,Negociável,20800.0,https://www.standvirtual.com/anuncio/renault-talisman-sport-tourer-1-5-dci-zen-ID8O5Ml8.html#7ce9f71ee3
BMW M550d,Diesel,107000.0,381.0,Nacional,Cascais e Estoril,Lisboa,Janeiro,2014.0,1,Negociável,45100.0,https://www.standvirtual.com/anuncio/bmw-m550d-ID8OyaY8.html#7ce9f71ee3
Citroën C-Elysée c elysée 1.6 bluehdi seduction,Diesel,110000.0,100.0,,Alcabideche,Lisboa,Janeiro,2016.0,1,Valor Fixo,12300.0,https://www.standvirtual.com/anuncio/citron-c-elyse-c-elyse-1-6-bluehdi-seduction-ID8OuZ6A.html#14a617a363
Audi A6,GPL,198560.0,180.0,Nacional,Ramada e Caneças,Lisboa,Maio,2000.0,1,Negociável,4750.0,https://www.standvirtual.com/anuncio/audi-a6-ID8Mzb84.html#14a617a363
Renault Mégane Sport Tourer 1.5 dCi Limited SS,Diesel,70000.0,110.0,,Alcabideche,Lisboa,Janeiro,2018.0,1,Valor Fixo,18900.0,https://www.standvirtual.com/anuncio/renault-mgane-sport-tourer-1-5-dci-limited-ss-ID8OuZ5L.html#14a617a363
Toyota Auris Touring Sports 1.8 HSD Dynamic 136 cv,Híbrido (Gasolina),131900.0,136.0,Importado,Bougado (São Martinho e Santiago),Porto,Agosto,2015.0,1,Valor Fixo,14950.0,https://www.standvirtual.com/anuncio/toyota-auris-touring-sports-1-8-hsd-dynamic-136-cv-ID8N80aS.html#14a617a363
Renault Grand Scénic 1.5 dCi Luxe 7L EDC,Diesel,88000.0,110.0,,Alcabideche,Lisboa,Novembro,2015.0,1,Negociável,17500.0,https://www.standvirtual.com/anuncio/renault-grand-scnic-1-5-dci-luxe-7l-edc-ID8OkEKM.html#14a617a363
Renault Kadjar 1.5 DCi,Diesel,52000.0,110.0,,Alcabideche,Lisboa,Abril,2018.0,1,Valor Fixo,19999.0,https://www.standvirtual.com/anuncio/renault-kadjar-1-5-dci-ID8O7R2g.html#14a617a363
VW Polo 1.8 GTi DSG,Gasolina,95000.0,192.0,,Alcabideche,Lisboa,Junho,2016.0,0,Negociável,22900.0,https://www.standvirtual.com/anuncio/vw-polo-1-8-gti-dsg-ID8O4AjX.html#14a617a363
MINI Clubman,Diesel,110000.0,150.0,Importado,Alfena,Porto,Julho,2013.0,0,Negociável,15900.0,https://www.standvirtual.com/anuncio/mini-clubman-ID8O5Ptt.html#14a617a363
Mercedes-Benz E 220 4 Matic - Night Edition,Diesel,11000.0,194.0,,Alcabideche,Lisboa,Abril,2019.0,1,Negociável,52800.0,https://www.standvirtual.com/anuncio/mercedes-benz-e-220-4-matic-night-edition-ID8O0AjY.html#14a617a363
Peugeot 308 SW 1.6 e-hdi 92cv active Nacional,Diesel,110230.0,92.0,Nacional,Ramada e Caneças,Lisboa,Março,2015.0,1,Negociável,13750.0,https://www.standvirtual.com/anuncio/peugeot-308-sw-1-6-e-hdi-92cv-active-nacional-ID8N3lTd.html#14a617a363
Fiat 500C 1.2 LOUNGE,Gasolina,24000.0,69.0,Nacional,Amora,Setúbal,Abril,2017.0,1,Negociável,11990.0,https://www.standvirtual.com/anuncio/fiat-500c-1-2-lounge-ID8ObFpp.html#14a617a363
Nissan Qashqai 1.5 dCi N-Connecta 18,Diesel,63927.0,110.0,Nacional,Alfragide,Lisboa,Março,2016.0,1,Valor Fixo,19750.0,https://www.standvirtual.com/anuncio/nissan-qashqai-1-5-dci-n-connecta-18-ID8OFy0t.html#14a617a363
VW Passat Alltrack,Diesel,127000.0,140.0,Nacional,Benfica,Lisboa,Agosto,2014.0,1,Valor Fixo,17980.0,https://www.standvirtual.com/anuncio/vw-passat-alltrack-ID8Ovsj8.html#14a617a363
Mazda 323 F 1.3 Comfort,Gasolina,277076.0,75.0,,"Santa Iria de Azoia, São João da Talha e Bobadela",Lisboa,Junho,2001.0,0,Negociável,1000.0,https://www.standvirtual.com/anuncio/mazda-323-f-1-3-comfort-ID8OF4Qp.html#14a617a363
Mercedes-Benz A 45 AMG 4 Matic,Gasolina,52130.0,381.0,,Ramada e Caneças,Lisboa,Abril,2016.0,1,Negociável,41990.0,https://www.standvirtual.com/anuncio/mercedes-benz-a-45-amg-4-matic-ID8Nx5fK.html#14a617a363
Opel Astra Caravan 1.7 CDTi Cosmo,Diesel,218000.0,125.0,Nacional,Riachos,Santarém,Abril,2009.0,1,Negociável,6980.0,https://www.standvirtual.com/anuncio/opel-astra-caravan-1-7-cdti-cosmo-ID8ODA3Q.html#14a617a363
Peugeot 2008 1.6 e-HDi Allure,Diesel,78450.0,110.0,Nacional,Ramada e Caneças,Lisboa,Maio,2013.0,1,Negociável,13750.0,https://www.standvirtual.com/anuncio/peugeot-2008-1-6-e-hdi-allure-ID8O9wRe.html#14a617a363
Audi A4 Avant 2.0 TDi 150CV NACIONAL GPS/PELE,Diesel,126000.0,150.0,Nacional,Riachos,Santarém,Maio,2016.0,1,Negociável,22500.0,https://www.standvirtual.com/anuncio/audi-a4-avant-2-0-tdi-150cv-nacional-gps-pele-ID8OH2B6.html#14a617a363
Fiat 500L 1.3 MULTIJET 95HP S&amp;S POP STAR,Diesel,141230.0,95.0,,Ramada e Caneças,Lisboa,Maio,2016.0,1,Negociável,13450.0,https://www.standvirtual.com/anuncio/fiat-500l-1-3-multijet-95hp-s-amps-pop-star-ID8Npy4t.html#14a617a363
Porsche 991 991.2 Carrera 2S PDK,Gasolina,31465.0,420.0,Nacional,Ramalde,Porto,Maio,2016.0,1,Negociável,125500.0,https://www.standvirtual.com/anuncio/porsche-991-991-2-carrera-2s-pdk-ID8OG7K2.html#14a617a363
Citroën C4 Picasso 1.6 Hdi Exclusive CX Auto,Diesel,150230.0,110.0,Nacional,Ramada e Caneças,Lisboa,Julho,2010.0,1,Negociável,8450.0,https://www.standvirtual.com/anuncio/citron-c4-picasso-1-6-hdi-exclusive-cx-auto-ID8O9wJP.html#14a617a363
SEAT Ibiza ST 1.6 TDI COPA,Diesel,165230.0,90.0,,Ramada e Caneças,Lisboa,Abril,2011.0,1,Negociável,8750.0,https://www.standvirtual.com/anuncio/seat-ibiza-st-1-6-tdi-copa-ID8MyhPY.html#14a617a363
Porsche Panamera 4S PDK,Gasolina,24304.0,440.0,Nacional,Ramalde,Porto,Julho,2017.0,1,Negociável,119500.0,https://www.standvirtual.com/anuncio/porsche-panamera-4s-pdk-ID8OIbE9.html#14a617a363
Opel Astra Sports Tourer 1.6 CDTi Cosmo S/S J18,Diesel,112843.0,136.0,Nacional,São Domingos de Rana,Lisboa,Novembro,2016.0,1,Negociável,14900.0,https://www.standvirtual.com/anuncio/opel-astra-sports-tourer-1-6-cdti-cosmo-s-s-j18-ID8OsjUi.html#14a617a363
Renault Mégane Sport Tourer 1.5 dCi GT Line SS,Diesel,149800.0,110.0,,Paranhos,Porto,Dezembro,2013.0,0,Valor Fixo,9990.0,https://www.standvirtual.com/anuncio/renault-mgane-sport-tourer-1-5-dci-gt-line-ss-ID8OEfHr.html#14a617a363
Audi A4 Avant 2.0 Tdi 140cv CX Aut.,Diesel,355120.0,140.0,,Ramada e Caneças,Lisboa,Novembro,2007.0,1,Negociável,7990.0,https://www.standvirtual.com/anuncio/audi-a4-avant-2-0-tdi-140cv-cx-aut-ID8MH3PI.html#14a617a363
BMW 525 D LCI 197CV,Diesel,168000.0,197.0,,Penafiel,Porto,Agosto,2009.0,0,Negociável,13900.0,https://www.standvirtual.com/anuncio/bmw-525-d-lci-197cv-ID8OGl3O.html#14a617a363
Mercedes-Benz C 250 AMG 7G Tronic,Diesel,114800.0,204.0,,S. João da Madeira,Aveiro,Março,2015.0,0,Negociável,28600.0,https://www.standvirtual.com/anuncio/mercedes-benz-c-250-amg-7g-tronic-ID8OGkJR.html#14a617a363
BMW 225xe Active Tourer i xe,Híbrido (Gasolina),14000.0,224.0,Nacional,Areeiro,Lisboa,Janeiro,2019.0,1,Valor Fixo,35000.0,https://www.standvirtual.com/anuncio/bmw-225xe-active-tourer-i-xe-ID8ODW3c.html#14a617a363
Peugeot 508 SW Allure 2-Tronic 1.6 HDI,Diesel,86446.0,115.0,Nacional,Barreiro e Lavradio,Setúbal,Janeiro,2014.0,1,Valor Fixo,16950.0,https://www.standvirtual.com/anuncio/peugeot-508-sw-allure-2-tronic-1-6-hdi-ID8OGeoO.html#14a617a363
BMW M3 SMG,Gasolina,177500.0,343.0,,"Braga (Maximinos, Sé e Cividade)",Braga,Dezembro,2001.0,0,Valor Fixo,35000.0,https://www.standvirtual.com/anuncio/bmw-m3-smg-ID8OGk8k.html#14a617a363
Porsche Cayenne 3.0 V6 S E-Hybrid Plug-in 416cv,Híbrido (Gasolina),37865.0,416.0,Nacional,Barreiro e Lavradio,Setúbal,Maio,2017.0,1,Valor Fixo,79950.0,https://www.standvirtual.com/anuncio/porsche-cayenne-3-0-v6-s-e-hybrid-plug-in-416cv-ID8OgstQ.html#14a617a363
Porsche Panamera Diesel Susp. Pneumática Nacional,Diesel,218000.0,250.0,Nacional,Aveleda,Porto,Novembro,2011.0,0,Negociável,43450.0,https://www.standvirtual.com/anuncio/porsche-panamera-diesel-susp-pneumtica-nacional-ID8O38lo.html#4c2dca9b21
Peugeot 308 SW 1.6 BlueHDi Active 100CVM,Diesel,37188.0,100.0,Nacional,Venteira,Lisboa,Abril,2018.0,1,"Negociável                                                , Valor negociável",19765.0,https://www.standvirtual.com/anuncio/peugeot-308-sw-1-6-bluehdi-active-100cvm-ID8NBagl.html#4c2dca9b21
VW Golf 1.6 TDi Highline,Diesel,166000.0,105.0,Nacional,Barcarena,Lisboa,Maio,2010.0,0,Negociável,11350.0,https://www.standvirtual.com/anuncio/vw-golf-1-6-tdi-highline-ID8OIa3v.html#4c2dca9b21
SEAT Altea XL 1.6 TDi Copa Plus Eco.Start-Stop,Diesel,57183.0,105.0,Nacional,Venteira,Lisboa,Dezembro,2013.0,1,"Valor Fixo                                                 , Valor negociável",14500.0,https://www.standvirtual.com/anuncio/seat-altea-xl-1-6-tdi-copa-plus-eco-start-stop-ID8K7Sc2.html#4c2dca9b21
Toyota Auris Touring Sports,Híbrido (Gasolina),75000.0,136.0,,Alhos Vedros,Setúbal,Setembro,2016.0,0,Negociável,17900.0,https://www.standvirtual.com/anuncio/toyota-auris-touring-sports-ID8OCjQW.html#4c2dca9b21
Renault Captur 0.9 TCE Exclusive,Gasolina,17500.0,90.0,Nacional,Alcântara,Lisboa,Março,2019.0,1,Negociável,15900.0,https://www.standvirtual.com/anuncio/renault-captur-0-9-tce-exclusive-ID8OI5pX.html#4c2dca9b21
Renault Clio 0.9 TCe GT Line,Gasolina,24126.0,90.0,Nacional,Alcântara,Lisboa,Fevereiro,2019.0,1,Negociável,13900.0,https://www.standvirtual.com/anuncio/renault-clio-0-9-tce-gt-line-ID8OI4ic.html#4c2dca9b21
BMW 116 Advantage,Diesel,2000.0,116.0,,Carvalhosa,Porto,Novembro,2009.0,1,Negociável,27850.0,https://www.standvirtual.com/anuncio/bmw-116-advantage-ID8OI9Xe.html#4c2dca9b21
Mercedes-Benz Vito 109 2.2 CDI,Diesel,215000.0,90.0,Nacional,"Santa Iria de Azoia, São João da Talha e Bobadela",Lisboa,Abril,2006.0,0,Valor Fixo,12000.0,https://www.standvirtual.com/anuncio/mercedes-benz-vito-109-2-2-cdi-ID8OGkwq.html#4c2dca9b21
SEAT Ibiza 1.0i Reference 75cv 5p,Gasolina,14618.0,75.0,Nacional,Venteira,Lisboa,Novembro,2017.0,1,"Valor Fixo                                                 , Valor negociável",12950.0,https://www.standvirtual.com/anuncio/seat-ibiza-1-0i-reference-75cv-5p-ID8LVUVg.html#4c2dca9b21
Skoda Fabia Break 1.2 TDI Family 75cv,Diesel,73802.0,75.0,Nacional,Venteira,Lisboa,Março,2013.0,1,"Negociável                                                , Valor negociável",9750.0,https://www.standvirtual.com/anuncio/skoda-fabia-break-1-2-tdi-family-75cv-ID8Nuerg.html#4c2dca9b21
Peugeot 3008 1.6 HDi Sport,Diesel,177000.0,112.0,Nacional,Viseu,Viseu,Junho,2011.0,0,Negociável,9250.0,https://www.standvirtual.com/anuncio/peugeot-3008-1-6-hdi-sport-ID8OECR0.html#4c2dca9b21
BMW 535 Gran Turismo X Drive Pack M,Diesel,120000.0,313.0,,Parque das Nações,Lisboa,Abril,2014.0,0,Negociável,47950.0,https://www.standvirtual.com/anuncio/bmw-535-gran-turismo-x-drive-pack-m-ID8Ns0RO.html#4c2dca9b21
VW Passat Variant 1.6 TDI BlueMotion,Diesel,184700.0,105.0,,Vila Franca de Xira,Lisboa,Novembro,2011.0,0,Negociável,13750.0,https://www.standvirtual.com/anuncio/vw-passat-variant-1-6-tdi-bluemotion-ID8OGemv.html#4c2dca9b21
Mercedes-Benz 300,Diesel,209000.0,88.0,,Carvoeira,Lisboa,Abril,1981.0,0,Negociável,5500.0,https://www.standvirtual.com/anuncio/mercedes-benz-300-ID8OI9Nf.html#4c2dca9b21
Mercedes-Benz CLS 320 CDi,Diesel,98000.0,224.0,,Algueirão-Mem Martins,Lisboa,Janeiro,2008.0,1,Valor Fixo,19900.0,https://www.standvirtual.com/anuncio/mercedes-benz-cls-320-cdi-ID8JppEq.html#4c2dca9b21
Fiat Tipo 1.6 Multijet Lounge 120CVM 5P,Diesel,69955.0,120.0,Nacional,Venteira,Lisboa,Junho,2018.0,1,"Negociável                                                , Valor negociável",16990.0,https://www.standvirtual.com/anuncio/fiat-tipo-1-6-multijet-lounge-120cvm-5p-ID8NYfiy.html#4c2dca9b21
MINI Cooper JCW John Cooper Works,Diesel,96250.0,112.0,,Parque das Nações,Lisboa,Agosto,2013.0,0,Negociável,15500.0,https://www.standvirtual.com/anuncio/mini-cooper-jcw-john-cooper-works-ID8O5LBF.html#4c2dca9b21
BMW 535,Diesel,380000.0,299.0,Nacional,"Santa Iria de Azoia, São João da Talha e Bobadela",Lisboa,Maio,2011.0,1,Valor Fixo,19990.0,https://www.standvirtual.com/anuncio/bmw-535-ID8OE9Eq.html#4c2dca9b21
Toyota Avensis SW Luxury + Navi,Diesel,185323.0,124.0,Nacional,"Ovar, São João, Arada e São Vicente de Pereira Jusã",Aveiro,Junho,2014.0,0,Negociável,14250.0,https://www.standvirtual.com/anuncio/toyota-avensis-sw-luxury-navi-ID8OGjK6.html#4c2dca9b21
Land Rover Range Rover Sport HSE TDV6,Diesel,164000.0,245.0,Nacional,Nossa Senhora de Fátima,Santarém,Maio,2011.0,0,Negociável,37000.0,https://www.standvirtual.com/anuncio/land-rover-range-rover-sport-hse-tdv6-ID8OmLV7.html#4c2dca9b21
Citroën C4 Aircross 1.6HDI 115CVM Sedution,Diesel,81490.0,115.0,Nacional,Venteira,Lisboa,Abril,2015.0,1,"Negociável                                                , Valor negociável",17350.0,https://www.standvirtual.com/anuncio/citron-c4-aircross-1-6hdi-115cvm-sedution-ID8MWPlF.html#4c2dca9b21
Volvo V50 Momentum Pack Family - Nacional,Diesel,127000.0,115.0,Nacional,"Seixal, Arrentela e Aldeia de Paio Pires",Setúbal,Março,2011.0,0,Negociável,10990.0,https://www.standvirtual.com/anuncio/volvo-v50-momentum-pack-family-nacional-ID8O10Vv.html#4c2dca9b21
MINI Clubman One D,Diesel,81300.0,116.0,,Azeitão (São Lourenço e São Simão),Setúbal,Março,2016.0,0,Negociável,19000.0,https://www.standvirtual.com/anuncio/mini-clubman-one-d-ID8OF3rG.html#4c2dca9b21
Renault Mégane,Diesel,134500.0,110.0,,São Sebastião,Faro,Março,2013.0,0,Negociável,10200.0,https://www.standvirtual.com/anuncio/renault-mgane-ID8ODcTo.html#4c2dca9b21
Peugeot 308 SW 1.6 BlueHDi Active,Diesel,168000.0,100.0,,Beja (Santiago Maior e São João Baptista),Beja,Fevereiro,2016.0,0,Negociável,12000.0,https://www.standvirtual.com/anuncio/peugeot-308-sw-1-6-bluehdi-active-ID8ODdkJ.html#4c2dca9b21
Mercedes-Benz C 220 CDI Avantgarde Aut.,Diesel,272865.0,170.0,Nacional,Alfena,Porto,Agosto,2008.0,0,Negociável,6250.0,https://www.standvirtual.com/anuncio/mercedes-benz-c-220-cdi-avantgarde-aut-ID8OrIpD.html#4c2dca9b21
Audi A6 2.7 TDi V6 S-line,Diesel,240000.0,190.0,Nacional,Lustosa e Barrosas (Santo Estêvão),Porto,Abril,2010.0,0,Valor Fixo,16500.0,https://www.standvirtual.com/anuncio/audi-a6-2-7-tdi-v6-s-line-ID8OI9nJ.html#4c2dca9b21
BMW 435 Gran Coupé Série 4 xDrive PACK M,Diesel,118000.0,313.0,Nacional,Alfena,Porto,Outubro,2014.0,0,Negociável,9950.0,https://www.standvirtual.com/anuncio/bmw-435-gran-coup-srie-4-xdrive-pack-m-ID8Oxmn4.html#4c2dca9b21
Citroën C1 1.0 VTi Shine,Gasolina,20900.0,70.0,Nacional,Alfena,Porto,Maio,2018.0,0,Negociável,5500.0,https://www.standvirtual.com/anuncio/citron-c1-1-0-vti-shine-ID8OrKZH.html#4c2dca9b21
Renault Clio 0.9 TCE Limited,Gasolina,43051.0,90.0,Nacional,Alfena,Porto,Outubro,2017.0,0,Negociável,3750.0,https://www.standvirtual.com/anuncio/renault-clio-0-9-tce-limited-ID8OrMdd.html#4c2dca9b21
Lexus IS 220 Nacional Executive,Diesel,173000.0,177.0,Nacional,Alfena,Porto,Outubro,2008.0,0,Negociável,3950.0,https://www.standvirtual.com/anuncio/lexus-is-220-nacional-executive-ID8OrNGl.html#4c2dca9b21
Mercedes-Benz E 250 CDi Avantgarde BlueEfficiency,Diesel,157739.0,204.0,Nacional,Alfena,Porto,Abril,2009.0,0,Negociável,8950.0,https://www.standvirtual.com/anuncio/mercedes-benz-e-250-cdi-avantgarde-blueefficiency-ID8OD8xY.html#64231c9db8
Citroën C3 aircross 1.2PureTech Fell 82CVM 5P,Gasolina,38437.0,82.0,Nacional,Venteira,Lisboa,Abril,2018.0,1,"Negociável                                                , Valor negociável",14650.0,https://www.standvirtual.com/anuncio/citron-c3-aircross-1-2puretech-fell-82cvm-5p-ID8NXBfs.html#64231c9db8
Alfa Romeo Giulia 150cv Super J18,Diesel,139200.0,150.0,,Bougado (São Martinho e Santiago),Porto,Dezembro,2016.0,1,Valor Fixo,24950.0,https://www.standvirtual.com/anuncio/alfa-romeo-giulia-150cv-super-j18-ID8MgePE.html#64231c9db8
Peugeot 508 RXH,Diesel,150000.0,163.0,,Tomar (São João Baptista) e Santa Maria dos Olivais,Santarém,Dezembro,2012.0,1,Negociável,17900.0,https://www.standvirtual.com/anuncio/peugeot-508-rxh-ID8Lc79L.html#64231c9db8
Smart ForTwo PASSION,Gasolina,83000.0,71.0,,Póvoa de Santa Iria e Forte da Casa,Lisboa,Março,2007.0,1,Negociável,4800.0,https://www.standvirtual.com/anuncio/smart-fortwo-passion-ID8OGjlG.html#64231c9db8
Audi A4 Avant 1.9 tdi,Diesel,320000.0,130.0,,Santiago (Sesimbra),Setúbal,Junho,2002.0,0,Negociável,4750.0,https://www.standvirtual.com/anuncio/audi-a4-avant-1-9-tdi-ID8ODedw.html#64231c9db8
Toyota Yaris 1.4 D-4D AC,Diesel,239500.0,90.0,Nacional,"Algés, Linda-A-Velha e Cruz Quebrada-Dafundo",Lisboa,Dezembro,2009.0,0,Valor Fixo,5750.0,https://www.standvirtual.com/anuncio/toyota-yaris-1-4-d-4d-ac-ID8OowGn.html#64231c9db8
