title,fuel_type,mileage,power,origin,city,region,reg_month,reg_year,garanty,price_neg,price,link
Porsche 996 Turbo ( Manual e Nacional ),Gasolina,80000.0,420.0,Nacional,Alcabideche,Lisboa,Julho,2002.0,1,Negociável,94000.0,https://www.standvirtual.com/anuncio/porsche-996-turbo-manual-e-nacional-ID8ON4V5.html#14a617a363
Renault Clio Sport Tourer 0.9 TCE Dynamique S,Gasolina,113500.0,90.0,Nacional,Fátima,Santarém,Abril,2014.0,0,Negociável,8500.0,https://www.standvirtual.com/anuncio/renault-clio-sport-tourer-0-9-tce-dynamique-s-ID8OKVmV.html#14a617a363
Nissan Qashqai 1.5 dCi Acenta,Diesel,22000.0,110.0,Nacional,Antas e Abade de Vermoim,Braga,Março,2016.0,1,Valor Fixo,18400.0,https://www.standvirtual.com/anuncio/nissan-qashqai-1-5-dci-acenta-ID8OAH5P.html#14a617a363
VW Sharan 2.0 TDi Blue Confortline,Diesel,80000.0,150.0,Nacional,Agualva e Mira-Sintra,Lisboa,Fevereiro,2016.0,0,Negociável,25000.0,https://www.standvirtual.com/anuncio/vw-sharan-2-0-tdi-blue-confortline-ID8OlmHp.html#14a617a363
Toyota Corolla 2.0 D-4D Sol,Diesel,178000.0,110.0,,"Aver-O-Mar, Amorim e Terroso",Porto,Novembro,2002.0,1,Valor Fixo,4500.0,https://www.standvirtual.com/anuncio/toyota-corolla-2-0-d-4d-sol-ID8ONHXf.html#14a617a363
BMW X5,Diesel,170000.0,235.0,,Matosinhos e Leça da Palmeira,Porto,Setembro,2007.0,0,Negociável,17900.0,https://www.standvirtual.com/anuncio/bmw-x5-ID8OwBcs.html#14a617a363
BMW 525 D Touring Cx Auto Navigator T. Panoramico,Diesel,126000.0,218.0,Nacional,Cascais e Estoril,Lisboa,Fevereiro,2013.0,1,Valor Fixo,24500.0,https://www.standvirtual.com/anuncio/bmw-525-d-touring-cx-auto-navigator-t-panoramico-ID8OJNma.html#14a617a363
BMW 520,Diesel,67300.0,190.0,Nacional,Vila Nova de Gaia,Porto,Maio,2017.0,1,Negociável,41300.0,https://www.standvirtual.com/anuncio/bmw-520-ID8Ox043.html#14a617a363
Mercedes-Benz C 180,Diesel,47100.0,116.0,Importado,"Almada, Cova da Piedade, Pragal e Cacilhas",Setúbal,Abril,2017.0,0,Negociável,24990.0,https://www.standvirtual.com/anuncio/mercedes-benz-c-180-ID8M1ipD.html#14a617a363
SEAT Leon ST 1.6 TDi Style S/S,Diesel,15850.0,115.0,Nacional,Sado,Setúbal,Junho,2019.0,1,Valor Fixo,22950.0,https://www.standvirtual.com/anuncio/seat-leon-st-1-6-tdi-style-s-s-ID8OjDo6.html#14a617a363
SEAT Leon ST 1.6 TDi Style S/S,Diesel,27950.0,115.0,Nacional,Sado,Setúbal,Abril,2019.0,1,Valor Fixo,20500.0,https://www.standvirtual.com/anuncio/seat-leon-st-1-6-tdi-style-s-s-ID8OlFLX.html#14a617a363
Renault Mégane Sport Tourer 1.5 dCi Intens,Diesel,17874.0,110.0,Importado,Cantanhede e Pocariça,Coimbra,Fevereiro,2018.0,0,Negociável,16800.0,https://www.standvirtual.com/anuncio/renault-mgane-sport-tourer-1-5-dci-intens-ID8OAqsz.html#14a617a363
Citroën C4 Cactus,Diesel,80600.0,100.0,Importado,Campo de Ourique,Lisboa,Junho,2015.0,0,Valor Fixo,12990.0,https://www.standvirtual.com/anuncio/citron-c4-cactus-ID8Oz2ZB.html#14a617a363
Smart ForTwo Electric Drive,Eléctrico,7000.0,82.0,,Carcavelos e Parede,Lisboa,Outubro,2018.0,1,Negociável,15500.0,https://www.standvirtual.com/anuncio/smart-fortwo-electric-drive-ID8NNdEf.html#14a617a363
SEAT Ibiza 1.0 Reference,Gasolina,9900.0,80.0,Nacional,Sado,Setúbal,Janeiro,2019.0,1,Valor Fixo,11950.0,https://www.standvirtual.com/anuncio/seat-ibiza-1-0-reference-ID8OmDe0.html#14a617a363
Mercedes-Benz C 350,Híbrido (Gasolina),95000.0,293.0,Importado,Parque das Nações,Lisboa,Agosto,2015.0,0,Negociável,28000.0,https://www.standvirtual.com/anuncio/mercedes-benz-c-350-ID8NXfpx.html#14a617a363
Renault Scénic,Diesel,197500.0,105.0,,Castelo Branco,Castelo Branco,Julho,2008.0,0,Negociável,5000.0,https://www.standvirtual.com/anuncio/renault-scnic-ID8ON4a6.html#14a617a363
Renault Mégane 1.2 TCe Bose Edition EDC,Gasolina,100000.0,130.0,,Silvares,Braga,Junho,2018.0,1,Negociável,13900.0,https://www.standvirtual.com/anuncio/renault-mgane-1-2-tce-bose-edition-edc-ID8OCHc1.html#14a617a363
Volvo V40 Cross Country 1.6 D2 Summum,Diesel,180000.0,115.0,,Silvares,Braga,Março,2013.0,1,Negociável,13900.0,https://www.standvirtual.com/anuncio/volvo-v40-cross-country-1-6-d2-summum-ID8OGY9A.html#14a617a363
Renault Clio 1.5 dCi,Diesel,120000.0,90.0,,Silvares,Braga,Novembro,2016.0,1,Negociável,11500.0,https://www.standvirtual.com/anuncio/renault-clio-1-5-dci-ID8OwEeh.html#14a617a363
Citroën C4 Cactus 1.6 BlueHDi Shine,Diesel,160000.0,100.0,,Silvares,Braga,Novembro,2015.0,1,Negociável,11900.0,https://www.standvirtual.com/anuncio/citron-c4-cactus-1-6-bluehdi-shine-ID8OI3t2.html#14a617a363
Mercedes-Benz E 220 Avantgarde,Diesel,360000.0,150.0,,Parque das Nações,Lisboa,Junho,2004.0,0,Negociável,8980.0,https://www.standvirtual.com/anuncio/mercedes-benz-e-220-avantgarde-ID8OKWiV.html#4c2dca9b21
Toyota Yaris 1.0 VVT-I CONFORT,Gasolina,55777.0,69.0,,Charneca de Caparica e Sobreda,Setúbal,Março,2016.0,0,Negociável,9490.0,https://www.standvirtual.com/anuncio/toyota-yaris-1-0-vvt-i-confort-ID8O5yqu.html#4c2dca9b21
SEAT Alhambra 2.0 TDI Xcellence,Diesel,35550.0,150.0,Nacional,Sado,Setúbal,Março,2019.0,1,Valor Fixo,32900.0,https://www.standvirtual.com/anuncio/seat-alhambra-2-0-tdi-xcellence-ID8OLrwV.html#4c2dca9b21
Ford Focus,Gasolina,259000.0,75.0,,Alvor,Faro,Abril,2000.0,0,Valor Fixo,1500.0,https://www.standvirtual.com/anuncio/ford-focus-ID8OKWeE.html#4c2dca9b21
Alfa Romeo Stelvio Q4 Turbo,Diesel,63000.0,210.0,,Creixomil,Braga,Junho,2017.0,1,Negociável,42900.0,https://www.standvirtual.com/anuncio/alfa-romeo-stelvio-q4-turbo-ID8OoXdW.html#4c2dca9b21
SEAT Arona 1.0 TSI Xcellence,Gasolina,18550.0,95.0,Nacional,Sado,Setúbal,Janeiro,2019.0,1,"Negociável                                                , Valor negociável",19950.0,https://www.standvirtual.com/anuncio/seat-arona-1-0-tsi-xcellence-ID8OLrv2.html#4c2dca9b21
BMW 520 d Touring Luxury Line Cx Auto. GPS,Diesel,55250.0,190.0,Nacional,Cascais e Estoril,Lisboa,Maio,2015.0,1,Valor Fixo,26990.0,https://www.standvirtual.com/anuncio/bmw-520-d-touring-luxury-line-cx-auto-gps-ID8OP21Z.html#4c2dca9b21
Skoda Karoq 2.0 TDI SPORTLINE 150CV Navig. Cockpit Virtual,Diesel,4300.0,150.0,Nacional,Cascais e Estoril,Lisboa,Dezembro,2019.0,1,Valor Fixo,30990.0,https://www.standvirtual.com/anuncio/skoda-karoq-2-0-tdi-sportline-150cv-navig-cockpit-virtual-ID8Ov1r2.html#4c2dca9b21
Renault Laguna Break 1.5 dCi Limited GPS,Diesel,122650.0,110.0,Nacional,Cascais e Estoril,Lisboa,Janeiro,2015.0,1,Valor Fixo,10250.0,https://www.standvirtual.com/anuncio/renault-laguna-break-1-5-dci-limited-gps-ID8OOnPJ.html#4c2dca9b21
Porsche Panamera S e-Plugin Hybrid Iva dedutível,Híbrido (Gasolina),135000.0,416.0,,Vila Franca,Viana do Castelo,Junho,2015.0,1,Negociável,55000.0,https://www.standvirtual.com/anuncio/porsche-panamera-s-e-plugin-hybrid-iva-dedutvel-ID8Nmhfh.html#4c2dca9b21
BMW 320,Diesel,130400.0,184.0,Nacional,"Leiria, Pousos, Barreira e Cortes",Leiria,Novembro,2013.0,0,Negociável,19400.0,https://www.standvirtual.com/anuncio/bmw-320-ID8OqFhp.html#4c2dca9b21
Mercedes-Benz A 200 CDi BE AMG Sport,Diesel,113000.0,136.0,Nacional,Sines,Setúbal,Março,2014.0,0,Negociável,22000.0,https://www.standvirtual.com/anuncio/mercedes-benz-a-200-cdi-be-amg-sport-ID8ON3Mc.html#4c2dca9b21
VW Golf Variant 2.0 TDi Highline DSG,Diesel,87000.0,150.0,Nacional,Benfica,Lisboa,Novembro,2014.0,1,Valor Fixo,17480.0,https://www.standvirtual.com/anuncio/vw-golf-variant-2-0-tdi-highline-dsg-ID8OzCPY.html#4c2dca9b21
Ford S-Max 2.0 TDCi Titanium Busine. 7L Aut. 149g,Diesel,154000.0,163.0,,Buarcos,Coimbra,Outubro,2014.0,0,Negociável,19450.0,https://www.standvirtual.com/anuncio/ford-s-max-2-0-tdci-titanium-busine-7l-aut-149g-ID8OO4pz.html#4c2dca9b21
Renault Mégane Sport Tourer 1.5 dCi Limited SS,Diesel,153500.0,110.0,,"Almada, Cova da Piedade, Pragal e Cacilhas",Setúbal,Janeiro,2016.0,0,Negociável,9400.0,https://www.standvirtual.com/anuncio/renault-mgane-sport-tourer-1-5-dci-limited-ss-ID8OFHQM.html#4c2dca9b21
Porsche Panamera TURBO,Gasolina,135000.0,520.0,Nacional,"Leiria, Pousos, Barreira e Cortes",Leiria,Junho,2014.0,0,Negociável,69500.0,https://www.standvirtual.com/anuncio/porsche-panamera-turbo-ID8OKUEr.html#4c2dca9b21
BMW 525 D Touring Cx Auto Navigator,Diesel,83600.0,218.0,Nacional,Cascais e Estoril,Lisboa,Outubro,2015.0,1,Valor Fixo,29990.0,https://www.standvirtual.com/anuncio/bmw-525-d-touring-cx-auto-navigator-ID8OJPkN.html#4c2dca9b21
Fiat 500L 1.6 JTDM 105 cv. GPS. T. Panoramico,Diesel,72500.0,105.0,,Cascais e Estoril,Lisboa,Janeiro,2014.0,1,Valor Fixo,12500.0,https://www.standvirtual.com/anuncio/fiat-500l-1-6-jtdm-105-cv-gps-t-panoramico-ID8OJOHe.html#4c2dca9b21
Mercedes-Benz CLA 45 AMG,Gasolina,12000.0,360.0,Nacional,Benfica,Lisboa,Janeiro,2016.0,1,Valor Fixo,43980.0,https://www.standvirtual.com/anuncio/mercedes-benz-cla-45-amg-ID8OgQK4.html#4c2dca9b21
Toyota RAV4 Confort Pack Sport,Diesel,73500.0,105.0,Nacional,Barreiro e Lavradio,Setúbal,Novembro,2016.0,0,Negociável,21000.0,https://www.standvirtual.com/anuncio/toyota-rav4-confort-pack-sport-ID8OOcHy.html#4c2dca9b21
Ford Fiesta 1.1 Ti-VCT Business,Gasolina,15000.0,85.0,Nacional,Benfica,Lisboa,Março,2019.0,1,Valor Fixo,12980.0,https://www.standvirtual.com/anuncio/ford-fiesta-1-1-ti-vct-business-ID8OqWD6.html#4c2dca9b21
Audi A3 Sportback 1.6 TDi Advance,Diesel,99900.0,105.0,Nacional,Benfica,Lisboa,Março,2014.0,1,Valor Fixo,15980.0,https://www.standvirtual.com/anuncio/audi-a3-sportback-1-6-tdi-advance-ID8OGZoZ.html#4c2dca9b21
Hyundai Tucson 1.6 CRDi PREMIUM DTC,Diesel,9000.0,136.0,Nacional,Lisboa,Lisboa,Julho,2019.0,1,Negociável,30000.0,https://www.standvirtual.com/anuncio/hyundai-tucson-1-6-crdi-premium-dtc-ID8OuzmX.html#4c2dca9b21
Citroën Jumpy,Diesel,182500.0,120.0,Nacional,"Seixal, Arrentela e Aldeia de Paio Pires",Setúbal,Dezembro,2008.0,1,Negociável,8950.0,https://www.standvirtual.com/anuncio/citron-jumpy-ID8OHYYb.html#4c2dca9b21
Mercedes-Benz Citan 108 CDi/27,Diesel,105450.0,75.0,Nacional,"Seixal, Arrentela e Aldeia de Paio Pires",Setúbal,Julho,2015.0,1,Negociável,14950.0,https://www.standvirtual.com/anuncio/mercedes-benz-citan-108-cdi-27-ID8OIbgJ.html#4c2dca9b21
BMW X5 25 d sDrive Comfort 7L,Diesel,41650.0,231.0,Nacional,"Seixal, Arrentela e Aldeia de Paio Pires",Setúbal,Abril,2018.0,1,Negociável,64750.0,https://www.standvirtual.com/anuncio/bmw-x5-25-d-sdrive-comfort-7l-ID8OvXPI.html#4c2dca9b21
Citroën C4 Grand Picasso 1.6 HDi Exclusive CMP6,Diesel,86500.0,110.0,Nacional,"Seixal, Arrentela e Aldeia de Paio Pires",Setúbal,Abril,2010.0,1,Negociável,10950.0,https://www.standvirtual.com/anuncio/citron-c4-grand-picasso-1-6-hdi-exclusive-cmp6-ID8OCkam.html#4c2dca9b21
SEAT Ibiza 1.6 TDi Style,Diesel,122617.0,90.0,Nacional,"Seixal, Arrentela e Aldeia de Paio Pires",Setúbal,Junho,2014.0,1,Negociável,11650.0,https://www.standvirtual.com/anuncio/seat-ibiza-1-6-tdi-style-ID8OKiRM.html#4c2dca9b21
Opel Adam 1.2 Jam,Gasolina,90877.0,70.0,Nacional,"Seixal, Arrentela e Aldeia de Paio Pires",Setúbal,Março,2014.0,1,Negociável,8850.0,https://www.standvirtual.com/anuncio/opel-adam-1-2-jam-ID8OKiYJ.html#4c2dca9b21
Ford Fiesta 1.4 TDCi Titanium,Diesel,119107.0,70.0,Nacional,"Seixal, Arrentela e Aldeia de Paio Pires",Setúbal,Julho,2010.0,1,Negociável,7750.0,https://www.standvirtual.com/anuncio/ford-fiesta-1-4-tdci-titanium-ID8OKiMY.html#4c2dca9b21
Toyota Auris Touring Sports 1.4 D-4D Com+P.Sport,Diesel,110956.0,90.0,Nacional,"Seixal, Arrentela e Aldeia de Paio Pires",Setúbal,Julho,2014.0,1,Negociável,13750.0,https://www.standvirtual.com/anuncio/toyota-auris-touring-sports-1-4-d-4d-com-p-sport-ID8OKiGH.html#4c2dca9b21
Fiat Panda 1.2 City Cross S&S,Gasolina,29579.0,69.0,Nacional,"Seixal, Arrentela e Aldeia de Paio Pires",Setúbal,Maio,2018.0,1,Negociável,11250.0,https://www.standvirtual.com/anuncio/fiat-panda-1-2-city-cross-s-s-ID8OKiyy.html#4c2dca9b21
Citroën C1 Airscape 1.2 VTi Shine,Gasolina,86790.0,82.0,Nacional,"Seixal, Arrentela e Aldeia de Paio Pires",Setúbal,Agosto,2014.0,1,Negociável,9250.0,https://www.standvirtual.com/anuncio/citron-c1-airscape-1-2-vti-shine-ID8OFDGz.html#64231c9db8
Mazda MX-5 MZR 1.5 Sky.Evolve HS Navi,Gasolina,22350.0,131.0,Nacional,"Seixal, Arrentela e Aldeia de Paio Pires",Setúbal,Janeiro,2018.0,1,Negociável,24450.0,https://www.standvirtual.com/anuncio/mazda-mx-5-mzr-1-5-sky-evolve-hs-navi-ID8N0OAs.html#64231c9db8
Fiat 500L 1.3 MJ Trekking S&S,Diesel,81350.0,85.0,Nacional,"Seixal, Arrentela e Aldeia de Paio Pires",Setúbal,Março,2015.0,1,Negociável,12850.0,https://www.standvirtual.com/anuncio/fiat-500l-1-3-mj-trekking-s-s-ID8OFnKm.html#64231c9db8
Kia Venga 1.4 CRDi TX ISG,Diesel,104524.0,90.0,Nacional,"Seixal, Arrentela e Aldeia de Paio Pires",Setúbal,Janeiro,2012.0,1,Negociável,10350.0,https://www.standvirtual.com/anuncio/kia-venga-1-4-crdi-tx-isg-ID8LTLmY.html#64231c9db8
Smart ForTwo 1.0 Mhd FlashLight,Gasolina,91964.0,71.0,Nacional,"Seixal, Arrentela e Aldeia de Paio Pires",Setúbal,Agosto,2015.0,1,Negociável,9850.0,https://www.standvirtual.com/anuncio/smart-fortwo-1-0-mhd-flashlight-ID8O5k6D.html#64231c9db8
Mercedes-Benz A 180 d Progressive Aut.,Diesel,19140.0,116.0,Nacional,"Seixal, Arrentela e Aldeia de Paio Pires",Setúbal,Março,2019.0,1,Negociável,29950.0,https://www.standvirtual.com/anuncio/mercedes-benz-a-180-d-progressive-aut-ID8OA6ks.html#64231c9db8
